company_name_id,company_name,url,contact_first_name,contact_last_name,contact_title,contact_email,contact_phone,city,state,country,zip_code,year_founded,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,financial_info,source_count,data_types,data_comments,example_uses,data_impacts,date_created,last_updated,display,survey_submitted,vetted,vettedByCompany,submitted_through_website,locked,notes
gaeasoft,gaeasoft,http://www.gaeasoft.co.kr,,,,,,Gangnam-gu,Seoul,kr,06221,1998,,Private,Data/Technology,"Consulting, Solutions business ",,Public safety,"We perform mobile platform, solution and mobile services and marketing advertising business ",,,,,,,[],2016-02-03 14:40:28.038619,2016-02-03 14:40:28.212672,True,,,,,,
gdplus,Gdplus,,,,,,,Jongno-gu,Seoul,kr,03042,,1 - 10,Private,Lifestyle/Consumer,,,,,,,,,,,[],2016-02-03 14:39:57.262994,2016-02-03 14:39:57.523627,True,,,,,,
geomexsoft,GEOMEXSOFT,http://www.geomex.co.kr,,,,,,Chuncheon-si,Gangwon-do,kr,24461,2009,,Private,Data/Technology,"Consulting, Solutions business ",,Public safety,GEOMEXSOFT takes the lead in the ICT technology field with self-developed spatial information software technology and provides innovative GIS solutions. ,,,,,,,[],2016-02-03 14:40:28.904752,2016-02-03 14:40:29.044174,True,,,,,,
go-network-,go network ,www.acego.net,,,,,,Yuseong-gu,Daejeon,kr,34159,2001,51 - 200,Private,Consulting,"Data/Technology, Scientific Research",,"Citizen engagement and participation, Educational opportunity, Good governance",,,,,,,,[],2016-02-03 14:39:48.354030,2016-02-03 14:39:49.697083,True,,,,,,
gonggam,Gonggam,,,,,,,,,kr,00000,,1 - 10,Private,Housing/Real Estate,Database licensing,,"Consumer empowerment, Financial access",,,,,,,,[],2016-02-03 14:40:00.166195,2016-02-03 14:40:00.318797,True,,,,,,
gongzone,Gongzone,www.gongzone.rekr,,,,,,Jongno-gu,Seoul,kr,03169,2014,1 - 10,Private,Consulting,"Environment/Weather, Consulting",,Environment and climate change,"* Response to climate change (reduction ? adaptation)
* Environmental IT / GIS-IoT device
* Development of optimum technology and establishment of patent strategy (corporate technology prediction and technical road mapping)
* Corporate R&BD consulting",,,,,,,[],2016-02-03 14:39:55.177540,2016-02-03 14:39:55.177740,True,,,,,,
goodmonitoring,goodmonitoring,goodmonitoring.com,,,,,,Seodaemun-gu,Seoul,kr,03628,2013,1 - 10,Private,Research/Consulting,Data analysis for clients,,Consumer empowerment,"Goodmonitoring, Inc. offers total monitoring services for maximizing corporate values",,,,,,,[],2016-02-03 14:39:57.053590,2016-02-03 14:39:57.053827,True,,,,,,
goodoc,goodoc,neo.goodoc.co.kr,,,,,,Gangnam-gu,Seoul,kr,06026,2012,1 - 10,Private,Advertising,"Data/Technology, Media",,"Consumer empowerment, Healthcare access","The fundamental function of Good Doc is a ""clinic search"" service to provide neighboring clinic locations and treatment information. However, Good Doc enables to search not only simple clinic information, but also theme-specific clinics, such as lay doctor clinic, children clinic, burn clinic, clinic open after 18 o'clock. Also, it provides various services, such as medical staff and treatment information, patients' comments, clinic events and man to man consultations with doctors.",,,,,,,[],2016-02-03 14:39:43.273558,2016-02-03 14:39:43.427447,True,,,,,,
gun--bae,Gun & Bae,https://play.google.com/store/apps/details?id=com.yedam.ourtownhospital,,,,,,,,kr,00000,2015,1 - 10,Private,Lifestyle/Consumer,Advertising,,Consumer empowerment,We provide the information on clinic-specific treatment fees not covered by health insurance on the basis of the data from the Health Insurance Review & Assessment Service (HIRA).   ,,,,,,,[],2016-02-03 14:40:39.526115,2016-02-03 14:40:39.655496,True,,,,,,
haezoom,haezoom,http://www.haezoom.com/,,,,,,Seodaemun-gu,Seoul,kr,03752,2012,1 - 10,Private,Data/Technology,Consulting,,"Citizen engagement and participation, Environment and climate change, Housing access","Haezoom, Inc. creates a continuous social innovation in combination between contents based on spatial information and up-to-date IT.",,,,,,,[],2016-02-03 14:40:06.043049,2016-02-03 14:40:06.319213,True,,,,,,
hamconsulting,hamconsulting,http://www.hamcon.co.kr/,,,,,,Guro-gu,Seoul,kr,08381,2009,11 - 50,Private,Data/Technology,Consulting,,"Food access and supply, Public safety",An enterprise pleased with the construction of sustainable happy farm villages,,,,,,,[],2016-02-03 14:40:04.195553,2016-02-03 14:40:04.388432,True,,,,,,
han-com,HAN COM,http://www.hancom.com,,,,,,Seongnam-si,Gyeonggi-do,kr,13493,1990,,Private,Data/Technology,Software licensing,,Educational opportunity,We develop image editing softwares for upgrading business productivity,,,,,,,[],2016-02-03 14:40:32.157240,2016-02-03 14:40:32.157407,True,,,,,,
hanintel,hanintel.,www.hanintel.com,,,,,,Gangnam-gu,Seoul,kr,06246,2009,11 - 50,Private,Housing/Real Estate,Advertising,,Consumer empowerment,Heart-beating bed during tour  ,,,,,,,[],2016-02-03 14:39:56.767291,2016-02-03 14:39:56.918363,True,,,,,,
hanjin-tour,hanjin tour,http://www.kaltour.com,,,,,,Jung-gu,Seoul,kr,04532,1961,,Private,Business/Legal Services,Advertising,,Travel information ,We have continuously developed impressive and joyful sightseeing goods and attracted overseas tourists    ,,,,,,,[],2016-02-03 14:40:32.587139,2016-02-03 14:40:32.732731,True,,,,,,
hanong,hanong,www.hanong.co.kr,,,,,,Goyang-si,Gyeonggi-do,kr,10540,2010,1 - 10,Private,Food/Agriculture,,,Food access and supply,"Hanong, Inc. has experienced numerous trials and errors, while making efforts to develop new technologies and produce environment-friendly live stocks, but has succeeded in fostering innovative abilities for adjusting to changing environments by applying them to the development of future prediction wisdom. ",,,,,,,[],2016-02-03 14:39:55.055765,2016-02-03 14:39:55.055936,True,,,,,,
hanwhalife,hanwhalife,http://www.hanwhalife.com,,,,,,Yeongdeungpo-gu,Seoul,kr,07345,1946,,Private,Insurance,Membership fees,,Financial access,South Korea's first life insurance company,,,,,,,[],2016-02-03 14:40:32.207957,2016-02-03 14:40:32.336141,True,,,,,,
health-layer-co-ltd,"Health Layer Co., Ltd",https://play.google.com/store/apps/details?id=kr.co.devios.surelyask,,,,,,,,kr,00000,2014,1 - 10,Private,Research/Consulting,"Advertising, Consulting",,Healthcare access,We have incorporated a function of personalized consultation function with thyroid cancer specialists at general hospitals  ,,,,,,,[],2016-02-03 14:40:19.343506,2016-02-03 14:40:19.475483,True,,,,,,
helloworldscheolgabang,Helloworlds(Cheolgabang),http://www.helloworlds.co.kr,,,,,,Gangnam-gu,Seoul,kr,06141,2011,,,Lifestyle/Consumer,Advertising,,Lifstye benefits,"As a food home delivery app, Cheolgabang is optimized to a smart phone device. This app enables to select a food item and pay with credit card or mobile phone. ",,,,,,,[],2016-02-03 14:40:36.370920,2016-02-03 14:40:36.537873,True,,,,,,
heydealer,heydealer,m.heydealer.com,,,,,,Gwanak-gu,Seoul,kr,08826,2013,11 - 50,Private,Data/Technology,User fees for web or mobile access,,Consumer empowerment,"HEYDEALER is a price comparison app service. The service treats the insurance data of the Korea Insurance Development Institute (KIDI) and the data of HEYDEALER as important factors for dealers' price offers and consumers' transaction decisions. We receive fees form used care dealers, when they have bought vehicles from consumers safely and successfully. We want to take the lead in making the transactions in used car markets clear using ""the Total History Search DB"" at the automobile complaints portal of the Korea Transportation Safety Authority.",,,,,,,[],2016-02-03 14:40:01.898184,2016-02-03 14:40:02.027338,True,,,,,,
hicetnunc,hicetnunc,www.hicetnunc.co.kr,,,,,,Seocho-gu,Seoul,kr,06603,2013,1 - 10,Private,Data/Technology,Membership fees,,Public safety,DaeriChingu is a platform for chauffeur service direct dealing.,,,,,,,[],2016-02-03 14:39:44.115627,2016-02-03 14:39:44.605632,True,,,,,,
hiddenanalysis,hidden-analysis,www.hidden-analysis.co.kr,,,,,,Seocho-gu,Seoul,kr,06621,2013,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients, Government contract",,"Educational opportunity, Recruitment disabled people",A social innovation enterprise that is led by the socially disadvantaged class and has a competitive edge  ,,,,,,,[],2016-02-03 14:39:36.813212,2016-02-03 14:39:36.813378,True,,,,,,
hidoc,hidoc,http://www.hidoc.co.kr,,,,,,Gangnam-gu,Seoul,kr,06170,2000,51 - 200,Private,Advertising,"Data/Technology, Media",,Healthcare access,A mobile health care service enabling to find clinics easily and read the reviews from patients    ,,,,,,,[],2016-02-03 14:39:36.864218,2016-02-03 14:39:37.095096,True,,,,,,
hope-edu,hope edu,-,,,,,,,,kr,00000,2013,1 - 10,Private,Education,Consulting,,"Educational opportunity, Food access and supply",,,,,,,,[],2016-02-03 14:40:21.418873,2016-02-03 14:40:21.541789,True,,,,,,
houhouweather,houhouweather,http://bit.ly/16JFbQl,,,,,,Seodaemun-gu,Seoul,kr,03752,2014,1 - 10,Private,Advertising,"Environment/Weather, Lifestyle/Consumer, Media",,Environment and climate change,"Houhou - Weather Analysis (Comparison between Yesterday and Today, Rain, Fine Dust)",,,,,,,[],2016-02-03 14:39:54.786892,2016-02-03 14:39:54.925339,True,,,,,,
howweather,howweather,www.howweather.com,,,,,,Gangnam-gu,Seoul,kr,06253,,,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,Weather information ,,,,,,,[],2016-02-03 14:40:25.002581,2016-02-03 14:40:25.142894,True,,,,,,
human-culture-arirang,Human culture arirang,http://H^8UDCC3>F8.6{.kr/,,,,,,Yeongdeungpo-gu,Seoul,kr,07332,2009,1 - 10,Private,Lifestyle/Consumer,Software licensing,,Consumer empowerment,"We make it possible for you to show your knowledge, experiences and vision. We help anyone to publish his own book. We enable you to express your thoughts in a book",,,,,,,[],2016-02-03 14:39:50.955517,2016-02-03 14:39:50.955752,True,,,,,,
human-media-tech-,human media tech ,www.e-human.co.kr,,,,,,Jeonju-si,Jeollabuk-do,kr,55011,1999,11 - 50,Coperation,Data analysis for clients,"Data/Technology, Education, Geospatial/Mapping, Media, Consulting",,"Citizen engagement and participation, Educational opportunity, Good governance, Public safety","Human Media Tech, Inc. is a multimedia system developer that has created a new trend of IT / CT since its foundation in 1998.",,,,,,,[],2016-02-03 14:39:44.799139,2016-02-03 14:39:45.082255,True,,,,,,
hyubwoojiyeu,Hyubwoojiyeu,,,,,,,Guro-gu,Seoul,kr,08389,1995,11 - 50,Private,Data/Technology,Government contract,,Public safety,,,,,,,,[],2016-02-03 14:40:01.675879,2016-02-03 14:40:01.676116,True,,,,,,
hyundaiwater,hyundaiwater,www.hyundaiwater.com,,,,,,Nowon-gu,Seoul,kr,01788,2004,11 - 50,Private,Environment/Weather,Product production and sale ,,Environment and climate change,"With priority to our clients!/ good health in our mind, we, HYUNDAI Wacortec. Co. Ltd as the world leader and specialist in Water Purifiers, Dispensers, Air Purifiers as well other well-being products have enjoyed a great reputation of the various selections, highest quality, and advanced technology as well our commitment since established.

Our superior products with wide selections exported to the world with a HYUNDAI brand, which is the symbol of the Korea!.s big, giant enterprise make us to build our network of excusive master dealers and to satisfy our customers with our swift service for their needs.

With the good design of our products and their durability at a reasonable price, We are dedicated to giving you a better life and benefits.

Our motto-Accuracy, Technical Innovation, Superiority in quality and Perfect Service-represents that we!/ll do our best to give pure, fresh, clean water and air and also to keep our customers healthy with our well-being products.",,,,,,,[],2016-02-03 14:39:59.808220,2016-02-03 14:39:59.808309,True,,,,,,
i-s-m-s-,I S M S ,http://www.isms.re.kr,,,,,,,,kr,00000,2010,11 - 50,Private,Food/Agriculture,,,Food access and supply,"ISMS is a comprehensive information security company that offers IIT security consulting, information security education service and information security application software.",,,,,,,[],2016-02-03 14:40:23.702042,2016-02-03 14:40:23.830336,True,,,,,,
i-sight-,I sight ,,,,,,,,,kr,00000,2011,1 - 10,Private,,,,,,,,,,,,[],2016-02-03 14:40:21.834157,2016-02-03 14:40:22.099994,True,,,,,,
iamschool,iamschool,www.iamschool.net,,,,,,Seongnam-si,Gyeonggi-do,kr,13524,2012,51 - 200,Private,Advertising,"Data/Technology, Education, Media",,"Consumer empowerment, Educational opportunity","IAMSCHOOL has directly gathered, analyzed and managed the data of more than 12,000 schools since 2012, and communicates news on educational institutions, such as schools and private institutes, to over one million parents. ",,,,,,,[],2016-02-03 14:39:42.231090,2016-02-03 14:39:42.356005,True,,,,,,
iandt,iandt,www.iandt.kr,,,,,,Dongdaemun-gu,Seoul,kr,02447,2012,1 - 10,Private,Geospatial/Mapping,Advertising,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:39:49.892715,2016-02-03 14:39:49.892883,True,,,,,,
iefriends,iefriends,www.besttong.co.kr,,,,,,Seocho-gu,Seoul,kr,06605,2006,1 - 10,Private,Business/Legal Services,"Advertising, Membership fees, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Healthcare access","We are an enterprise which operates ""Tong"" by an ""advertising using patented contents"".
Any content plays a bridge role of linking consumers with producers.",,,,,,,[],2016-02-03 14:39:35.564126,2016-02-03 14:39:35.564450,True,,,,,,
iefriends,iefriends,http://www.iefriends.co.kr,,,,,,Songpa-gu,Seoul,kr,05521,,1 - 10,Private,Advertising,Lifestyle/Consumer,,"Citizen engagement and participation, Consumer empowerment",,,,,,,,[],2016-02-03 14:39:35.612644,2016-02-03 14:39:35.612880,True,,,,,,
iinnk,iinnk,,,,,,,,,kr,00000,2014,1 - 10,Private,Media,"Advertising, Data analysis for clients",,Consumer empowerment,"IInnk is a bookstore offering Active Lifelong Service, a book selection service for book readers.",,,,,,,[],2016-02-03 14:40:20.015690,2016-02-03 14:40:20.185063,True,,,,,,
imtech,imtech,,,,,,,,,kr,00000,2013,1 - 10,Private,Data/Technology,Product production and sale,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:39:45.112385,2016-02-03 14:39:45.112621,True,,,,,,
incrediblesoft,IncredibleSoft,https://play.google.com/store/apps/details?id=com.appzzang.incrediblenote,,,,,,Goyang-si,Gyeonggi-do,kr,00000,2012,1 - 10,Private,Education,Advertising,,Public safety,"Incredible Note - Memo, Note, To do List",,,,,,,[],2016-02-03 14:40:03.595190,2016-02-03 14:40:04.001743,True,,,,,,
info-21c,INFO 21C,http://www.info21c.net/,,,,,,Yuseong-gu,Daejeon,kr,34127,2000,11 - 50,Private,Data/Technology,"Advertising, Consulting, Government contract",,Citizen engagement and participation,"Info 21C, Inc. is a No.1 company that has best technical skills in the bid information industry of South Korea. We try to satisfy customers to the fullest by offering every bid information on construction / service / purchase most quickly and precisely and analyzing / applying vast information based on accumulated knowhow.     ",,,,,,,[],2016-02-03 14:40:02.231065,2016-02-03 14:40:02.364850,True,,,,,,
inhanbook,inhanbook,www.jinhanbook.co.kr,,,,,,Seodaemun-gu,Seoul,kr,03745,1987,1 - 10,Private,Book sales,Publication,,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Environment and climate change, Financial access, Food access and supply, Good governance, Healthcare access, Housing access, Public safety",,,,,,,,[],2016-02-03 14:39:35.511879,2016-02-03 14:39:35.512115,True,,,,,,
innoep,innoep,,,,,,,,,kr,00000,2011,1 - 10,Private,Data/Technology,Data analysis for clients,,Citizen engagement and participation,,,,,,,,[],2016-02-03 14:40:21.125502,2016-02-03 14:40:21.392025,True,,,,,,
inobean,Inobean,http://www.inobean.com,,,,,,Gangnam-gu,Seoul,kr,06140,2009,,,Data/Technology,Advertising,,Consumer empowerment,"We provide local contents (B2B) for on-line advertising business (blog marketing, viral marketing, SNS marketing etc), mobile service consulting, and location-based on-line marketing consulting    ",,,,,,,[],2016-02-03 14:40:36.140729,2016-02-03 14:40:36.294397,True,,,,,,
inovtech,inovtech,http://www.inovtech.co.kr/,,,,,,Yeongdeungpo-gu,Seoul,kr,07299,1997,51-200,Private,Data/Technology,"Consulting, Data analysis for clients",,Public safety,"Inovtech, Inc. has built information systems by the supply of optimum solutions, the development of various softwares and the dispatch of engineers since 1997, earlier than competitors. Based on this knowhow, we have developed a leading corporate computation system and boosted our competitiveness in cooperation with major SI companies. ",,,,,,,[],2016-02-03 14:40:10.238969,2016-02-03 14:40:10.389405,True,,,,,,
insilicogen,insilicogen,http://www.insilicogen.com,,,,,,Yongin-si,Gyeonggi-do,kr,16954,2005,11 - 50,Private,Business/Legal Services,"Consulting, Data analysis for clients",,"Educational opportunity, Food access and supply","Insilicogen, Inc. specializes in bioinformatics consulting.",,,,,,,[],2016-02-03 14:40:23.246213,2016-02-03 14:40:23.492772,True,,,,,,
inter-park-,inter park ,http://www.interpark.com,,,,,,Guro-gu,Seoul,kr,08380,1997,,Private,,Advertising ,,Culture/Arts,"A South Korea's first internet shopping mall, a leader in the domestic e-commerce market, and a professional distribution company ",,,,,,,[],2016-02-03 14:40:31.537027,2016-02-03 14:40:31.684914,True,,,,,,
ionemax,ionemax,www.ionemax.co.kr,,,,,,Seocho-gu,Seoul,kr,06550,2013,11 - 50,Private,Consulting,"Data/Technology, Education, Geospatial/Mapping, Housing/Real Estate, Insurance, Lifestyle/Consumer, Media, Consulting, Scientific Research, Transportation",,"Citizen engagement and participation, Educational opportunity, Financial access, Healthcare access, Housing access, Public safety"," We publish public data similar to the Socrata of the US Open Data 500, and provide technologies and platforms for connection. We help have the data from various organizations published in open data form, and try to maximize the possibility of using connected data. We process and publish open data, including KDATA and address data, and recommend their external use.    ",,,,,,,[],2016-02-03 14:39:58.382838,2016-02-03 14:39:58.383015,True,,,,,,
iovtech,iovtech,http://www.iovtech.co.kr,,,,,,Gangnam-gu,Seoul,kr,06134,2009,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients, Government contract, Software licensing",,"Educational opportunity, Financial access, Good governance, Healthcare access","IOVTech, Inc., an official partner of Cloudera in the US, performs big data business for domestic enterprises and government organizations using the Cloudera Hadoop (CDH) based on Apache Open Source. We aim at the research and commercialization of public data, as public data recently draw more and more attention from companies and schools.  
  ",,,,,,,[],2016-02-03 14:39:58.263413,2016-02-03 14:39:58.263566,True,,,,,,
iproad,iproad,www.iproad.co.kr,,,,,,Guro-gu,Seoul,kr,08377,2008,1 - 10,Private,Data/Technology,User fees for web or mobile access,,,"Boosting corporate values and capabilities in drastic changes in management environment, IT etc, Iproad, Inc. will be a successful business partner through effective communication, with top priority on passion, expertise, creativity and customer satisfaction. ",,,,,,,[],2016-02-03 14:39:42.381764,2016-02-03 14:39:42.511577,True,,,,,,
iruen,iruen,www.iruen.com,,,,,,Seongdong-gu,Seoul,kr,04763,2011,1 - 10,Private,Data/Technology,Software licensing,,Healthcare access,,,,,,,,[],2016-02-03 14:39:48.244101,2016-02-03 14:39:48.244338,True,,,,,,
itfact,itfact,www.itfact.co.kr,,,,,,Jung-gu,Seoul,kr,04622,2009,11 - 50,Private,Data/Technology,Solutions business,,Financial access,"Our company was founded by experts who are prepared to change themselves in order to quality software products under the slogan of ""Let's take the initiative in the IT industry"".  ",,,,,,,[],2016-02-03 14:39:42.171954,2016-02-03 14:39:42.172193,True,,,,,,
jaha,jaha,https://play.google.com/store/apps/details?id=com.jaha.app.emaul,,,,,,,,kr,00000,,1 - 10,Private,Lifestyle/Consumer,Advertising,,Consumer empowerment,"E-MAUL operates an apartment homepage interlocked with smart phone apps. The homepage provides the functions, services and information optimized to apartments users live in",,,,,,,[],2016-02-03 14:40:38.670617,2016-02-03 14:40:38.812884,True,,,,,,
jeilmed,jeilmed,http://www.jeilmed.co.kr,,,,,,Guro-gu,Seoul,kr,08378,2000,51-200,Private,Pharmacy/Medical,Consulting,,"Healthcare access, Public safety",Jeilmed Corp. does its utmost to provide customers with safe medical products and comfortable services.,,,,,,,[],2016-02-03 14:40:16.640228,2016-02-03 14:40:16.782952,True,,,,,,
jin-hak-,jin hak ,www.liuxuekorea.com,,,,,,Jongno-gu,Seoul,kr,03175,1965,51-200,Private,Education,User fees for web or mobile access,,Educational opportunity,"In a Chinese version, Liuxuekorea (www.liuxuekorea.com) publicizes Korean language, culture and universities, providing Chinese potential international students and students interested in Korean language with information on Korean language education, South Korean universities / private institutes, Hallyu, sightseeing etc. We have opened an English version to attract potential international students and travelers by offering detailed information on Korean language, culture/sightseeing and universities to Chinese and English language areas.   ",,,,,,,[],2016-02-03 14:40:27.438099,2016-02-03 14:40:27.713993,True,,,,,,
jinosys,jinosys,www.jinosys.com,,,,,,Yuseong-gu,Daejeon,kr,34195,2009,1 - 10,Private,Data/Technology,"Advertising, Database licensing, Software licensing, User fees for web or mobile access",,"Educational opportunity, Public safety",We provide Alluhak's overseas school and safety information and Safe Info safety information.,,,,,,,[],2016-02-03 14:40:02.116753,2016-02-03 14:40:02.116990,True,,,,,,
joean,Joean,,,,,,,,,kr,00000,2011,1 - 10,Private,,,,"Citizen engagement and participation, Public safety",,,,,,,,[],2016-02-03 14:40:21.566656,2016-02-03 14:40:21.807403,True,,,,,,
jungdo-uit-,Jungdo UIT ,http://www.uitgis.com/,,,,,,Gangnam-gu,Seoul,kr,06222,2002,51-200,Private,Data/Technology,Consulting,,"Housing access, Public safety","Jungdo UIT, Inc. is a spatial information service provider that runs the knowledge-based projects of next-generation spatial information technology, system integration (SI) and city planning engineering.",,,,,,,[],2016-02-03 14:40:14.491987,2016-02-03 14:40:14.886647,True,,,,,,
jyccompany,jyccompany,http://www.jyccompany.com/,,,,,,Haeundae-gu,Busan,kr,48058,2013,11 - 50,Private,Lifestyle/Consumer,"Advertising, Consulting",,Lifstye benefits,,,,,,,,[],2016-02-03 14:40:09.577870,2016-02-03 14:40:09.850883,True,,,,,,
kakao,kakao,http://www.kakaocorp.com,,,,,,Jeju-si,Jeju-do,kr,63309,1995,,Private,Data/Technology,Advertising,,,"We offer Daum Mail, a free web mail, and Kakao Talk, South Korea's representative messenger.   ",,,,,,,[],2016-02-03 14:40:31.772465,2016-02-03 14:40:31.947362,True,,,,,,
kakyo,kakyo,www.kakyo.co.kr,,,,,,Jeju-si,Jeju-do,kr,63235,2007,11 - 50,Private,MICE,"Consulting, Government contract, MICE",,"Consumer empowerment, Regianl economy","KAKYO is dreaming the future world with customers where people are connected by creativity and sustainability, since it has grown from the early stage of general events to government projects and human development.

 KAKYO dynamically pursues development of human power so that all our customers be happy in all aspects, incessantly challenging with voluntary and creative spirit.

 KAKYO is committed to continue to grow with society into a world-class enterprise representing Jeju and Korea",,,,,,,[],2016-02-03 14:40:09.879241,2016-02-03 14:40:09.879477,True,,,,,,
kbcard,kbcard,https://play.google.com/store/apps/details?id=com.kbcard.cxh.shop.app&hl=ko,,,,,,Jongno-gu,Seoul,kr,03173,1980,,Private,Business/Legal Services,Advertising,,,"KB Wise Wallet is KB Kookmin Card's mobile electronic wallet with which you can pay quickly and comfortably with registered cards, membership points and coupons.  It helps live a wise life with card-specific benefit information, member store search and discount coupons.",,,,,,,[],2016-02-03 14:40:32.989555,2016-02-03 14:40:33.253054,True,,,,,,
keepstar-co-ltd,"KeepStar Co., Ltd.",www.keepstar.kr,,,,,,Jung-gu,Daegu,kr,41903,2002,11 - 50,Private,Data/Technology,"Database licensing, Software licensing, User fees for web or mobile access",,"Housing/Real Estate, Disaster/Safety","1. We analyze and process open data and provide the data by smart phone apps and websites - calibrate the errors of smart phone GPS-received data and offer more precise GPS location information                                                          
2. We analyze and process open data and provide the data by smart phone apps and websites - classify the data on native plants in Korea to make search easy and offer the data                                                                           We provide sensors and interlocking web services for searching plant information using plant characteristics and smart gardening ",,,,,,,[],2016-02-03 14:40:38.305240,2016-02-03 14:40:38.468275,True,,,,,,
keiti,KEITI,http://www.keiti.re.kr,,,,,,Eunpyeong-gu,Seoul,kr,03367,2005,51-200,Public,Education,"Consulting, Data analysis for clients",,"Educational opportunity, Environment and climate change","KEITI, a quasi-government organization affiliated with the Ministry of Environment, is committed to achieving both environmental protection and economic growth. In order to fulfill our mission, we support creating environmental technologies, nurturing environmental industries and promoting an eco-friendly lifestyle.",,,,,,,[],2016-02-03 14:40:19.499240,2016-02-03 14:40:19.499334,True,,,,,,
kig,kig,https://play.google.com/store/apps/details?id=com.ssoft.peterpan,,,,,,,,kr,00000,,,Private,Data/Technology,Advertising,,Consumer empowerment,"Anyone can have direct dealings with studio, efficiency apartment, apartment owners, free of charge, regardless of time and place.  ",,,,,,,[],2016-02-03 14:40:34.177293,2016-02-03 14:40:34.408705,True,,,,,,
kimchang,kimchang,http://www.kimchang.com,,,,,,Jongno-gu,Seoul,kr,03170,1970,,Private,Business/Legal Services,Consulting,,Consumer empowerment,Kim&Chang provides best legal services that can meet international corporate environments properly by employing best talented people and fostering experts with specialized knowhow. ,,,,,,,[],2016-02-03 14:40:26.589754,2016-02-03 14:40:26.714369,True,,,,,,
kims,kims,http://www.kimsonline.co.kr/,,,,,,Gangnam-gu,Seoul,kr,06233,1994,11 - 50,Private,Food/Agriculture,"Data analysis for clients, User fees for web or mobile access",,"Consumer empowerment, Public safety","Kims, Inc., better known as KIMS, belongs to MIMS Group that communicates with one million members of the healthcare field and provides medical information and communication services around the world. Founded as a Korean branch in 1987, the company offers quality services with excellent network, expertise and marketing solutions.",,,,,,,[],2016-02-03 14:40:04.585806,2016-02-03 14:40:04.749826,True,,,,,,
kipfa,Kipfa,www.kipra.or.kr,,,,,,Dongjak-gu,Seoul,kr,07015,2010,11 - 50,Non-profit,Education,"Consulting, Contributions/Donations, Data analysis for clients, Database licensing, Government contract, Philanthropic grant",,"Citizen engagement and participation, Educational opportunity, Public safety","The Korea Internet Professional Association (KIPFA) is a non-profit corporation that consists of more than 600 Internet-related companies and more than 35000 Internet experts at the Internet-related companies. The KIPFA intends to contribute to the promotion of corporate business using open data and the ensuing establishment of a desirable Internet ecosystem. We have recently supported competitions and events using traffic data together with the Korea Expressway Corporation. This shows that if more public data are opened and used, it has a huge effect on corporate business as well as public benefits. Therefore, we are going to let companies know the diverse uses of open data.",,,,,,,[],2016-02-03 14:39:58.143565,2016-02-03 14:39:58.143659,True,,,,,,
komma,KOMMA,www.komma.co.kr,,,,,,Seongnam-si,Gyeonggi-do,kr,13610,2014,1 - 10,Private,Food/Agriculture,Government contract,,Food access and supply,"Food History History Track Number Information Service 
Food History Registration Status Information Service 
Food History Article Type Information Service 
Recipe Search                                                          
Korean Language Sightseeing Information Service",,,,,,,[],2016-02-03 14:40:20.211837,2016-02-03 14:40:20.470002,True,,,,,,
konac,konac,www.konac.co.kr,,,,,,Gimpo-si,Gyeonggi-do,kr,10040,1961,51-200,Private,,Product production and sale ,,Financial access,"Founded in the name of Junghwa Printing in 1961, Konac, Inc. has developed into a South Korea's No.1 company in the printing industry of marketable securities, gift cards etc.",,,,,,,[],2016-02-03 14:40:12.121326,2016-02-03 14:40:12.121563,True,,,,,,
korea-association-of-property-appraisers,Korea Association of property Appraisers,http://www.kapanet.or.kr/,,,,,,Seocho-gu,Seoul,kr,06705,1989,51-200,Non-profit,Data/Technology,"Membership fees, P/G fees, P/G Development profit",,"Consumer empowerment, Housing access, Public safety","Land registration map, architecture register, officially assessed individual land price, officially assessed standard land price, land price change rate, real transaction data etc.",,,,,,,[],2016-02-03 14:40:12.069133,2016-02-03 14:40:12.069286,True,,,,,,
korea-environmental-sciencetechnology,Korea Environmental Science&Technology,http://www.kesti.co.kr,,,,,,Geumcheon-gu,Seoul,kr,08501,1991,51-200,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We perform marine measurement and waterway investigation on the basis of expertise on marine physics and chemistry, underwater sound etc. ",,,,,,,[],2016-02-03 14:40:26.045385,2016-02-03 14:40:26.193763,True,,,,,,
korea-social-environment-association-,korea social environment association ,,,,,,,Mapo-gu,Seoul,kr,00000,2010,1 - 10,Non-profit,Education,"Consulting, Contributions/Donations, Government contract, Membership fees, Philanthropic grant",,"Citizen engagement and participation, Educational opportunity, Environment and climate change, Food access and supply, Good governance, Public safety",,,,,,,,[],2016-02-03 14:39:57.103391,2016-02-03 14:39:57.103604,True,,,,,,
