CompanyName,URL,city,STATE,abbrev,zipCode,ceoFirstName,ceoLastName,companyPreviousName,yearFounded,FTE,companyType,companyCategory,companyFunction,sectors,revenueSource,descriptionLong,descriptionShort,socialImpact,financialInfo,criticalDataTypes,datasetName,datasetURL,agencyOrDatasetSource,DATASETS
PolicyMap,policymap.com,Philadelphia,Pennsylvania, PA,19103,Maggie ,McCullough,,2007,9,Nonprofit,Geospatial/Mapping,Information for consumers,"Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Nutrition, Social Assistance, Transportation, Weather, Other","Data management and analytic services, Database licensing, Philanthropy (foundations,  donations), Subscriptions, User fees for web or mobile access","PolicyMap is a national online mapping tool and is a division of The Reinvestment Fund, a Community Development Financial Institution.  PolicyMap grew out of our underwriting department's need for good data with which to make good lending decisions. With around 1500 subscribers and 25,000 registered users, we launched in Dec 2007 and have been growing ever since, adding new features and products to our list of offerings.  We provide our main mapping tool, PolicyMap.com, along with an API, a data licensing service, university site licenses, and mapping widgets for our clients to use on their own websites.  We offer over 20,000 indicators, many of which are from the Census, the Bureau of Labor Statistics, and the Consumer Financial Protection Bureau.  Our subscribers include organizations and companies in banking, real estate, govt, education, non-profit, philanthropy and the media.","PolicyMap is a fully web-based Geographic Information System and mapping company that captures data in visually powerful ways through  its analysis tool, Analytics; available data includes demographics, home sale statistics, health data, mortgage trends, school performance scores and labor data like unemployment, crime statistics and city crime rates. ","We measure PolicyMap's impact by considering our sources of web traffic, our mix of subscribers and free users, and the calls, emails and requests for training we receive.","Past three years' annual revenue:
2010: $814,049
2011: $1.5M
2012: $2.1M
Current year revenue:
2013: $2.4M (forecast)
Investors include the William Penn Foundation, Heron Foundation and Surdna Foundations for a total to date of $2.2M.","Federal open data, Private/proprietary data sources",Longitudinal Employer-Household Dynamics (LEHD),http://lehd.ces.census.gov/,US Census Bureau ,4
Quertle,quertle.com,Henderson,Nevada, NV,89052,Jeff ,Saffer,,2008,15,Private,Scientific Research,Information for Researchers & Physicians,"Agriculture, Education, Environmental, Health and Health Care, Nutrition, Scientific Research",Software licensing,"Quertle is an information technology company that provides an easy to use, yet powerful search engine for the scholarly literature. Using its award-winning cutting-edge, semantic-driven text analytics, Quertle finds conceptual relationships - not just the query terms scattered throughout a document - providing the user with a concise, relevant list of information instead of long lists of often irrelevant results.  As part of its mission, Quertle provides a free website covering the biomedical literature (www.quertle.info).  In addition, Quertle licenses its MetaQ™ technology to enable its partners to add value to their products by enabling effective search capabilities directly in their website or application -  keeping customers interested and engaged and adding value to their offerings. Quertle can also deliver content to partner applications and websites.","Quertle is an information technology company that provides an award-winning, easy to use, powerful search engine for scholarly literature.","Quertle's free search engine is used in 186 countries by over 1300 major universities, companies, research organizations, and other institutions - providing a significant public health impact and saving users from drowning in their search results.",Quertle is a privately held Delaware Limited Liability Company.,"Federal open data, Private/proprietary data sources",PubMed,http://www.ncbi.nlm.nih.gov/pubmed/,US National Library of Medicine - National Institutes of Health (NIH) ,2
Quertle,quertle.com,Henderson,Nevada, NV,89052,Jeff ,Saffer,,2008,15,Private,Scientific Research,Information for Researchers & Physicians,"Agriculture, Education, Environmental, Health and Health Care, Nutrition, Scientific Research",Software licensing,"Quertle is an information technology company that provides an easy to use, yet powerful search engine for the scholarly literature. Using its award-winning cutting-edge, semantic-driven text analytics, Quertle finds conceptual relationships - not just the query terms scattered throughout a document - providing the user with a concise, relevant list of information instead of long lists of often irrelevant results.  As part of its mission, Quertle provides a free website covering the biomedical literature (www.quertle.info).  In addition, Quertle licenses its MetaQ™ technology to enable its partners to add value to their products by enabling effective search capabilities directly in their website or application -  keeping customers interested and engaged and adding value to their offerings. Quertle can also deliver content to partner applications and websites.","Quertle is an information technology company that provides an award-winning, easy to use, powerful search engine for scholarly literature.","Quertle's free search engine is used in 186 countries by over 1300 major universities, companies, research organizations, and other institutions - providing a significant public health impact and saving users from drowning in their search results.",Quertle is a privately held Delaware Limited Liability Company.,"Federal open data, Private/proprietary data sources",TOXNET Toxicology Data Network,http://toxnet.nlm.nih.gov/,US National Library of Medicine ,2
Science Exchange,scienceexchange.com,Palo Alto,California, CA,94301,Elizabeth ,Iorns,The Bench,2011,,Private,Scientific Research,Online Marketplace,Scientific Research,User fees for web or mobile access,"Science Exchange is an online platform seeking to provide easy access to the global network of scientific resources and expertise. The platform functions as a marketplace helping research scientists find the expertise and services they need at other university labs, core facilities, and contract research organizations. The objective is to help improve the pace of scientific research by improving the efficiency by which researchers can search for, compare and order scientific services on an open marketplace platform.

For service providers, Science Exchange aims to increase utilization and quality recognition within an open marketplace. Service providers are government funded core facilities and university labs, which have difficulty in promoting services for external use, and tracking impact of services. Science Exchange helps researchers find the facility's services in a centralized platform, and increase utilization of labs that are running below capacity. The platform also allows for tracking of all work performed, and publications resulting from work performed on the site with collaborates - making management and reporting of service labs easier.

Overall, the goal of Science Exchange is to help scientists access the resources and expertise at university based institutions, that they otherwise could not find, afford, or access.","Science Exchange's goal is to make it easier for researchers to access the world's scientific expertise, advancing open science initiatives to change the pace of scientific research.","Primarily, Science Exchange tracks the number of research collaborations formed through utilization of the online marketplace. Each order on Science Exchange is essentially a contract formed between two research scientists. This helps the researcher save grant funding as they can then access low-cost expertise at another lab, without having to order new equipment. This also helps the service labs run at capacity, as they are federally funded and required to operate at capacity. We also track research publications resulting from the collaborations on our platform, as the platform expands their scope by helping engage in larger studies otherwise not possible.","Science Exchange is a venture backed company, but one with a strong social mission open science access.

We were started as a part of the Y Combinator incubator program, and have received funding from some of the top VC firms including Andreessen Horowitz, O'Reilly AlphaTech Ventures, and Union Square Ventures. We strategically choose investment from firms like OATV, as they match our open access mission.

We actively collaborate, participate, and support the open science framework. We've partnered with eagle-i to improve access to government-funded resources in online directories. We've established the Reproducibility Initiative to leverage our online network of service providers to validate public studies, and publish the reproduced results in open access journals. We have received support from nonprofits such as the Arnold Foundation to pursue these goals.","Federal open data, Private/proprietary data sources",PMC Open Access Subset,http://www.ncbi.nlm.nih.gov/pmc/tools/openftlist/,US National Library of Medicine - National Institutes of Health (NIH) ,1
SeeClickFix,en.seeclickfix.com,New Haven,Connecticut,CT,6510,Ben ,Berkowitz,,2008,18,Private,Governance,Citizen request tracking tools governments,"Geospatial data/mapping, Transportation, Other","Advertising, Software licensing","SeeClickFix is a communications platform for citizens to report non-emergency issues, and governments to track, manage, and reply--ultimately making communities better through transparency, collaboration, and cooperation.

They say all politics is local. While we're not political, we do believe that changes that have a real impact on our daily lives occur at the block, neighborhood or city level. It's our goal to provide the best tools for residents and governments to communicate for all sizes, populations, and budgets.

SeeClickFix could not be done without help. On top of the passionate, fast-growing team of entrepreneurs at SeeClickFix, it is really only made possible by the amazing volunteers, citizens, and members of governments large and small who are passionate about everything civic.","SeeClickFix allows anyone to report and track non-emergency issues anywhere in the world via the internet, empowering citizens, community groups, media organizations and governments to take care of and improve their neighborhoods.","We track the number of issues reported by citizens and the rate at which they get fixed. Additionally we track the size of the conversation about those issues and the number of ""Thank You""s that government officials receive.",Not answered by company,"State open data, City/local open data",,seeclickfix.com/open311,Open 311 Data on Municipal Issues,1
Simple Energy,http://simpleenergy.com,Boulder,Colorado,CO,80302,Yoav ,Lurie,,2010,25,Private,Energy,Data management and analysis,Energy,Software licensing,"Simple Energy leverages energy data analytics, individualized messaging, and leading behavioral science to motivate customers to take the actions their utilities value most. We interact with customers in real-time across the platforms people use most email, web, mobile, social, and print, to build a more dynamic relationship between utilities and their customers.","Simple Energy leverages energy data analytics, individualized messaging, and leading behavioral science to motivate customers to take the actions their utilities value most.",Simple Energy is a certified B-corporation.,,"Federal open data, State open data",EIA 861,http://www.eia.gov/electricity/data/eia861/,,1
Socrata,www.socrata.com,Seattle,Washington,WA,98104,Kevin,Merritt,Blist,0,,Private,Governance,Data management and analysis,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Trade, Transportation, Telecom, Weather","Data management and analytic services, Software licensing, Subscriptions","Socrata is a Seattle-based cloud software company, focused exclusively on democratizing access to government data. We help public sector organizations improve transparency, citizen service and fact-based decision-making by efficiently delivering data to citizens, employees and developers in a user-friendly experience on web, mobile and machine-to-machine interfaces.  Innovators like the World Bank, Medicare, Data.gov, EnergyStar, New York City, Chicago, San Francisco, Oregon and Maryland, have all chosen Socrata for its turnkey and low-cost cloud delivery of easy-to-use open data products.  The Socrata suite of products helps our customers unlock the full value of their data:
- Share public data with citizens and developers in the most engaging experience, with the world's #1 open data solution, Socrata Open Data Cloud.
- Empower employees to deliver amazing citizen self-service experiences with turnkey Quality of Life Apps from Socrata and the developer community.
- Save time and money by deploying cloud APIs that connect ecosystem partners and mobile app developers to data with Socrata API Foundry.
- Achieve higher levels of performance and shift to data-driven decision making with Socrata GovStat.
- Leverage the Socrata Data Consumerization Platform and tools to modernize their entire capture-to-consumption data infrastructure, and develop custom data products using professional services from Socrata and its partners.",Socrata's mission is to connect people to the government data they need and want.,"By helping governments achieve their goals such as reducing the cost of healthcare, improving education, reducing crime, and improving the quality of democracy.","Socrata is the first and only venture-backed software-as-a-service company in history to focus exclusively on enabling governments to open and consumerize their vast troves of untapped data in legacy database silos.  On June 26, 2013, Socrata announced that it had closed an $18 million Series B round of financing led by OpenView Venture Partners, with participation from existing investors Morgenthaler Ventures and Frazier Technology Partners.","Federal open data, State open data, City/local open data",,,Open Data from State and City Government Clients,1
SolarList,solarlist.com,Brooklyn,New York, NY,11201,Tyler ,Tringas,,2013,2,Private,Energy,Consumer research and/or marketing,Energy,Lead generation to other businesses,"SolarList helps people go solar.  We provide homeowner across the US with a third-party assessment of their solar economic potential with our award winning mobile (https://app.solarlist.com/) and web apps (http://solarlist.com/homeowners-get-started/).  We deliver this targeted education primarily by incentivizing students and enterprising young people to canvass their neighborhoods and call on their personal networks.  Then, interested homeowners are connected with approved solar installers. Homeowners end up paying less for solar, student get rewarded, installers sell more solar.  Everybody wins.",SolarList helps people go solar.,"SolarList is a triple bottom line, for-profit company that benefits the community by involving students in the clean energy economy and the environment by increasing the growth rate of residential solar energy.",Not answered by company,"Federal open data, State open data, City/local open data, Private/proprietary data sources",PVWatts,http://developer.nrel.gov/doc/api/georeserv/app/sam/pvwatts,National Renewable Energy Laboratory (NREL) ,1
SpotCrime,www.spotcrime.com,Baltimore,Maryland,MD,21202,Colin,Drane,,2007,,Private,Governance,Information for consumers,"Crime, Geospatial data/mapping",Advertising,"Founded in 2007, SpotCrime is the most visited crime mapping website in the US and have over half a million subscribers to our alerts. We're a public facing crime map and alert service that is also an advocate for open, equal, and fair access to public crime data.",SpotCrime is the most comprehensive online source of crime information.,"Number of subscribers and traffic to our website - the higher these numbers the more the information is getting shared, and (in our opinion) the safer the communities will become.",Not answered by company,City/local open data,,,Local Police Records,1
Stormpulse,http://stormpulse.com/,Austin,Texas,TX,78759,Matthew,Wensing,,2004,10,Private,Environment & Weather,"Data management and analytic services,Software licensing,Subscriptions","Geospatial data/mapping, Weather",", Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events. We integrate maps, assets and environmental data to help companies understand and respond to external risks as they happen. Ultimately, we enable businesses to make the best possible decisions for their daily operations.",,"Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events. ",,,Federal open data,NWS alerts,alerts.weather.gov,,2
Stormpulse,http://stormpulse.com/,Austin,Texas,TX,78759,Matthew,Wensing,,2004,10,Private,Environment & Weather,"Data management and analytic services,Software licensing,Subscriptions","Geospatial data/mapping, Weather",", Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events. We integrate maps, assets and environmental data to help companies understand and respond to external risks as they happen. Ultimately, we enable businesses to make the best possible decisions for their daily operations.",,"Stormpulse offers Riskpulse, a suite of risk management solutions for businesses affected by uncontrollable events. ",,,Federal open data,NHC,nhc.noaa.gov,,2
"StreetCred Software, Inc",streetcredsoftware.com,Southlake,Texas, TX,76092,Nik ,Selby,"StreetCred Software, LLC",2012,3,Private,Governance,Data management and analysis,"Crime, Geospatial data/mapping","Software licensing, Subscriptions","StreetCred Software helps police agencies find fugitives, get them out of the community and bring their officers home safely every day. It does this by combining information and data from the criminal justice system, courts, municipalities and other sources, analyzing it, then bringing predictively prioritized information right to the hands of the officers.","StreetCred is a software-as-a-service offering created by police officers who understand how police officers use information, data and leads.","StreetCred keeps officers safe, and its work provides transparency into previously black-box activities. As a company, StreetCred is committed to secure exchange of open public safety and other government data, and facilitating the creation of free and open data exchange points to agencies and vendors in compliance with open, published security frameworks.","There are billions of dollars in backlogged arrest warrants for everything from speeding tickets to murder in each of the 50 states. StreetCred's mission is to make police agencies more capable of safety and objectively enforcing and serving these warrants, gaining compliance with court ordered fines or fees in traffic cases, and leading to the arrest and removal from the community in case of more serious crime.","Federal open data, State open data, City/local open data, Private/proprietary data sources, Other",,,Local Police and Court Records,1
Symcat,http://www.symcat.com/,Baltimore,Maryland,MD,21224,Craig ,Monsen,,2011,5,Private,Healthcare,Information for consumers,Health and Health Care,"Philanthropy (foundations,  donations)","Symcat is on a mission to empower consumers to take control of their health care. Symcat's consumer vocabulary and data-driven algorithms help ordinary people cut through the complexity to make better decisions. Through a TurboTax-like interface on web or mobile, users research potential diagnoses, learn about treatments they are considering, and find appropriate care.",Symcat uses a broad array of medical data to allow users to intelligently check their symptoms against potential diagnoses and plan medical care if necessary.,"As a free resource for the public, our impact is broad. We help our users decide when and where to seek treatment, inform them about conditions they may have or be at risk for, and educate them to have better conversations with healthcare professionals.","Symcat has won over $100,000 from the Robert Wood Johnson Foundation and health plan Cigna as well as received funding from experienced healthcare investors. Going forward, Symcat plans to partner with health networks and insurers to generate revenue.",Federal open data,National Ambulatory Medical Care Survey,http://www.cdc.gov/nchs/ahcd/ahcd_questionnaires.htm,,2
Symcat,http://www.symcat.com/,Baltimore,Maryland,MD,21224,Craig ,Monsen,,2011,5,Private,Healthcare,Information for consumers,Health and Health Care,"Philanthropy (foundations,  donations)","Symcat is on a mission to empower consumers to take control of their health care. Symcat's consumer vocabulary and data-driven algorithms help ordinary people cut through the complexity to make better decisions. Through a TurboTax-like interface on web or mobile, users research potential diagnoses, learn about treatments they are considering, and find appropriate care.",Symcat uses a broad array of medical data to allow users to intelligently check their symptoms against potential diagnoses and plan medical care if necessary.,"As a free resource for the public, our impact is broad. We help our users decide when and where to seek treatment, inform them about conditions they may have or be at risk for, and educate them to have better conversations with healthcare professionals.","Symcat has won over $100,000 from the Robert Wood Johnson Foundation and health plan Cigna as well as received funding from experienced healthcare investors. Going forward, Symcat plans to partner with health networks and insurers to generate revenue.",Federal open data,Unified Medical Language System,http://www.nlm.nih.gov/research/umls/,,2
Synthicity,http://www.synthicity.com/,Berkely,California,CA,94704,Paul ,Waddell,Urban Analytics,2012,7,Private,Housing/Real Estate,Data management and analysis,"Geospatial data/mapping, Scientific Research, Transportation","Data management and analytic services, Software licensing","Synthicity helps plan cities for the future in a 'Sim City' like way. Its technology platform allows city staff and urban planners to simulate building permits and transportation plans of the future, helping to make more informed decisions about urban development today. ",Synthicity builds easy-to-use tools and provides custom solutions to help answer difficult urban development questions. ,"We want to help users better make every important financial decisions in their lives. Our key principles are consumer friendliness, long-term focus, innovation and improvement.","We have only internal investment at this point.  Most clients to date are regional planning organizations who generate 30 year forecasts of land consumption, infrastructure demand, and outcomes like GHG emissions.  We are in the process of creating products that communicate development potential to city planners, consultants, and private developers.","Federal open data, State open data, City/local open data, Private/proprietary data sources, Other","parcels, buildings, and zoning",,,2
Synthicity,http://www.synthicity.com/,Berkely,California,CA,94704,Paul ,Waddell,Urban Analytics,2012,7,Private,Housing/Real Estate,Data management and analysis,"Geospatial data/mapping, Scientific Research, Transportation","Data management and analytic services, Software licensing","Synthicity helps plan cities for the future in a 'Sim City' like way. Its technology platform allows city staff and urban planners to simulate building permits and transportation plans of the future, helping to make more informed decisions about urban development today. ",Synthicity builds easy-to-use tools and provides custom solutions to help answer difficult urban development questions. ,"We want to help users better make every important financial decisions in their lives. Our key principles are consumer friendliness, long-term focus, innovation and improvement.","We have only internal investment at this point.  Most clients to date are regional planning organizations who generate 30 year forecasts of land consumption, infrastructure demand, and outcomes like GHG emissions.  We are in the process of creating products that communicate development potential to city planners, consultants, and private developers.","Federal open data, State open data, City/local open data, Private/proprietary data sources, Other",openstreetmap and gtfs,,,2
TagniFi,tagnifi.com,Tampa,Florida, FL,33602,Chad ,Sandstedt,,2012,,Private,Finance & Investment ,Data management and analysis,Finance,Database licensing,"TagniFi's mission is to build the best financial datasets for leading investment, research and content organizations using technologies that deliver the highest quality data with immediate availability.","TagniFi is building a better financial database for leading investment, research and content organizations using a collection process that results in more timely, cleaner and consistent data.",TagniFi is democratizing financial data which we measure by the number of clients using our API.,Self-funded.,Federal open data,,http://xbrl.sec.gov/,US Securities and Exchange Commission (SEC),1
Trulia,trulia.com,San Francisco,California, CA,94105,Pete ,Flint,,2005,500,Public,Housing/Real Estate,Information for consumers,Housing/Real Estate,Advertising,"Trulia is an all-in-one real estate site that gives you the local scoop about homes for sale, apartments for rent, neighborhood insights, and real estate markets and trends to help you figure out exactly what, where, and when to buy, sell, or rent. You can also find a real estate agent, view prices of recently sold homes, and see home values in your community. Get advice and opinions from local real estate agents, brokers, and other local experts on Trulia Voices, Trulia's online real estate community.","Trulia gives home buyers, sellers, owners and renters the inside scoop on properties, places and real estate professionals.",Not answered by company,Not answered by company,"Federal open data, Private/proprietary data sources",Earthquake Map,http://www.nationalatlas.gov/mld/seihazp.html,US Geological Survey (USGS),5
Trulia,trulia.com,San Francisco,California, CA,94105,Pete ,Flint,,2005,500,Public,Housing/Real Estate,Information for consumers,Housing/Real Estate,Advertising,"Trulia is an all-in-one real estate site that gives you the local scoop about homes for sale, apartments for rent, neighborhood insights, and real estate markets and trends to help you figure out exactly what, where, and when to buy, sell, or rent. You can also find a real estate agent, view prices of recently sold homes, and see home values in your community. Get advice and opinions from local real estate agents, brokers, and other local experts on Trulia Voices, Trulia's online real estate community.","Trulia gives home buyers, sellers, owners and renters the inside scoop on properties, places and real estate professionals.",Not answered by company,Not answered by company,"Federal open data, Private/proprietary data sources",Flood Map,http://www.fema.gov/national-flood-insurance-program-flood-hazard-mapping,Federal Emergency Management Agency (FEMA) ,5
Trulia,trulia.com,San Francisco,California, CA,94105,Pete ,Flint,,2005,500,Public,Housing/Real Estate,Information for consumers,Housing/Real Estate,Advertising,"Trulia is an all-in-one real estate site that gives you the local scoop about homes for sale, apartments for rent, neighborhood insights, and real estate markets and trends to help you figure out exactly what, where, and when to buy, sell, or rent. You can also find a real estate agent, view prices of recently sold homes, and see home values in your community. Get advice and opinions from local real estate agents, brokers, and other local experts on Trulia Voices, Trulia's online real estate community.","Trulia gives home buyers, sellers, owners and renters the inside scoop on properties, places and real estate professionals.",Not answered by company,Not answered by company,"Federal open data, Private/proprietary data sources",Tornado Map,http://www.spc.noaa.gov/gis/svrgis/,National Oceanic and Atmospheric Administration (NOAA) - Storm Prediction Center (SPC) ,5
Trulia,trulia.com,San Francisco,California, CA,94105,Pete ,Flint,,2005,500,Public,Housing/Real Estate,Information for consumers,Housing/Real Estate,Advertising,"Trulia is an all-in-one real estate site that gives you the local scoop about homes for sale, apartments for rent, neighborhood insights, and real estate markets and trends to help you figure out exactly what, where, and when to buy, sell, or rent. You can also find a real estate agent, view prices of recently sold homes, and see home values in your community. Get advice and opinions from local real estate agents, brokers, and other local experts on Trulia Voices, Trulia's online real estate community.","Trulia gives home buyers, sellers, owners and renters the inside scoop on properties, places and real estate professionals.",Not answered by company,Not answered by company,"Federal open data, Private/proprietary data sources",Hurricane Research Division Hurricane Map,http://www.aoml.noaa.gov/hrd/hurdat/Data_Storm.html,National Oceanic and Atmospheric Administration (NOAA) ,5
Trulia,trulia.com,San Francisco,California, CA,94105,Pete ,Flint,,2005,500,Public,Housing/Real Estate,Information for consumers,Housing/Real Estate,Advertising,"Trulia is an all-in-one real estate site that gives you the local scoop about homes for sale, apartments for rent, neighborhood insights, and real estate markets and trends to help you figure out exactly what, where, and when to buy, sell, or rent. You can also find a real estate agent, view prices of recently sold homes, and see home values in your community. Get advice and opinions from local real estate agents, brokers, and other local experts on Trulia Voices, Trulia's online real estate community.","Trulia gives home buyers, sellers, owners and renters the inside scoop on properties, places and real estate professionals.",Not answered by company,Not answered by company,"Federal open data, Private/proprietary data sources",Forest Service Wildfire Map,http://www.firelab.org/fmi/data-products/229-wildland-fire-potential-wfp,US Department of Agriculture ,5
Walk Score,www.walkscore.com,Seattle,Washington,WA,98105,,,,0,,Private,Lifestyle & Consumer,Information for consumers,"Arts,  Entertainment,  & Recreation, Crime, Education, Environmental, Finance, Geospatial data/mapping, Housing/Real Estate, Transportation","Advertising, Database licensing, Subscriptions","Walk Score makes it easy for apartment renters and homebuyers to find neighbourhoods where they
can drive less and live more. Walk Score believes that walkable neighbourhoods with access to public
transit, shorter commutes, and proximity to the people and places you love are the key to a happier,
healthier and more sustainable lifestyle. Walk Score delivers more than 9 million scores for apartment
and home addresses per day across a network of more than 15,000 real estate sites. According to
independent research conducted by CEOs for Cities, one point of Walk Score adds up to US$3,000 to
home values. To find your Walk Score, enter your address at http://www.walkscore.com.","Walk Score's mission is to promote walkable neighborhoods. Walkable neighborhoods are one of the simplest and best solutions for the environment, our health, and our economy.",,,"Federal open data, City/local open data, Private/proprietary data sources",,,"US Census, USGS and City Government Data",1
Way Better Patents,http://waybetterpatents.com/,Oakton,Virginia,VA,22124,Arleen,Zank,,2012,4,Private,Business & Legal Services,"Data management and analytic services,Subscriptions,Other","Scientific Research, Other",", We deliver the building blocks that let you craft your own intellectual property solutions to support on-demand exploration, discovery, and analysis of the innovation landscape. We focus on creating resources about patents and inventions using a combination of publicly available information and expertise of patent experts in an attempt to address the information asymmetry that currently make patent data inaccessible without a patent attorney as a navigator.

Way Better Patents' Box Scores and Databank are designed for inventors, investors, and business people who need up-to-date information on trends and market activity in innovations, patents, and inventions. We strive to make understanding how patents fit into the innovation economy understandable to people who are not patent cognoscenti.

Way Better Patents delivers real-time narrative on important policy and business issues that impact innovation, patent business models, and economically important science and technology framed from a business perspective.

We believe that information about patents should be easy to find, easy to use and easy to understand. Way Better Patents is trying to level the patent information playing field by delivering usable solutions and accessible information.","Science and technology policy makers, inventors, entrepreneurs, and those seeking to develop new markets benefit from more informed access to data about innovations and changes being brought about by the informationization of innovation.  Patents are a place where knowledge is power.  Spreading the word helps combat the chronic information asymmetry in the patentsphere.",Way Better Patents is fighting information poverty one app at a time.,"Way Better Patents is a self-funded, bootstrapped operation.  The combination of free access to patent data that used to cost over $100,000 as a starting point and the nature of internet start ups has enabled the principles to start a business with out own internal funding and to offer our services at prices that are disruptive to the patent and R&D information ecosystem.",,"Federal open data, State open data, Other",USPTO Bulk Patent Downloads,http://www.google.com/googlebooks/uspto-patents.html,,3
Way Better Patents,http://waybetterpatents.com/,Oakton,Virginia,VA,22124,Arleen,Zank,,2012,4,Private,Business & Legal Services,"Data management and analytic services,Subscriptions,Other","Scientific Research, Other",", We deliver the building blocks that let you craft your own intellectual property solutions to support on-demand exploration, discovery, and analysis of the innovation landscape. We focus on creating resources about patents and inventions using a combination of publicly available information and expertise of patent experts in an attempt to address the information asymmetry that currently make patent data inaccessible without a patent attorney as a navigator.

Way Better Patents' Box Scores and Databank are designed for inventors, investors, and business people who need up-to-date information on trends and market activity in innovations, patents, and inventions. We strive to make understanding how patents fit into the innovation economy understandable to people who are not patent cognoscenti.

Way Better Patents delivers real-time narrative on important policy and business issues that impact innovation, patent business models, and economically important science and technology framed from a business perspective.

We believe that information about patents should be easy to find, easy to use and easy to understand. Way Better Patents is trying to level the patent information playing field by delivering usable solutions and accessible information.","Science and technology policy makers, inventors, entrepreneurs, and those seeking to develop new markets benefit from more informed access to data about innovations and changes being brought about by the informationization of innovation.  Patents are a place where knowledge is power.  Spreading the word helps combat the chronic information asymmetry in the patentsphere.",Way Better Patents is fighting information poverty one app at a time.,"Way Better Patents is a self-funded, bootstrapped operation.  The combination of free access to patent data that used to cost over $100,000 as a starting point and the nature of internet start ups has enabled the principles to start a business with out own internal funding and to offer our services at prices that are disruptive to the patent and R&D information ecosystem.",,"Federal open data, State open data, Other",NSF R&D Data,http://www.nsf.gov/statistics/showpub.cfm?TopID=8,,3
Way Better Patents,http://waybetterpatents.com/,Oakton,Virginia,VA,22124,Arleen,Zank,,2012,4,Private,Business & Legal Services,"Data management and analytic services,Subscriptions,Other","Scientific Research, Other",", We deliver the building blocks that let you craft your own intellectual property solutions to support on-demand exploration, discovery, and analysis of the innovation landscape. We focus on creating resources about patents and inventions using a combination of publicly available information and expertise of patent experts in an attempt to address the information asymmetry that currently make patent data inaccessible without a patent attorney as a navigator.

Way Better Patents' Box Scores and Databank are designed for inventors, investors, and business people who need up-to-date information on trends and market activity in innovations, patents, and inventions. We strive to make understanding how patents fit into the innovation economy understandable to people who are not patent cognoscenti.

Way Better Patents delivers real-time narrative on important policy and business issues that impact innovation, patent business models, and economically important science and technology framed from a business perspective.

We believe that information about patents should be easy to find, easy to use and easy to understand. Way Better Patents is trying to level the patent information playing field by delivering usable solutions and accessible information.","Science and technology policy makers, inventors, entrepreneurs, and those seeking to develop new markets benefit from more informed access to data about innovations and changes being brought about by the informationization of innovation.  Patents are a place where knowledge is power.  Spreading the word helps combat the chronic information asymmetry in the patentsphere.",Way Better Patents is fighting information poverty one app at a time.,"Way Better Patents is a self-funded, bootstrapped operation.  The combination of free access to patent data that used to cost over $100,000 as a starting point and the nature of internet start ups has enabled the principles to start a business with out own internal funding and to offer our services at prices that are disruptive to the patent and R&D information ecosystem.",,"Federal open data, State open data, Other",Federal Procurement Data System,https://www.fpds.gov/fpdsng_cms/index.php/en/,,3
"3 Round Stones, Inc.",3RoundStones.com,Washington,District of Columbia, DC,20004,Bernadette ,Hyland,,2010,4,Private,Data/Technology,Data management and analysis,"Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Scientific Research, Weather","Data management and analytic services, Database licensing, Software licensing, Subscriptions","3 Round Stones produces a leading platform for publishing data on the Web.   3 Round Stones provides commercial support for the Callimachus Data Platform, used by the Fortune 2000 and US Government Agencies publishing & consuming data.  Headquartered in Arlington Virginia, we're seasoned entrepreneurs who are passionate about solving real world problems through open data and open Web standards.","Our commercially supported Open Source platform is used by the Fortune 2000 and US Government Agencies to collect, publish and reuse data, both the public Internet and behind institutional firewalls.","3 Round Stones measures impact on society through our longtime commitment to collaboration on open Web standards.  Open Web standards are the foundation of delivering on the inventor of the World Wide Web's vision for a ""write once, run anywhere"" open Web platform.  Governments, as well as, individuals through international multi-national firms can participate in the most robust information space known to humanity.","3 Round Stones is a profitable, self-funded, woman-owned start-up.  Our team has several successful serial entrepreneurs.  As entrepreneurs, we've benefited from the valuable guidance by seasoned advisers and mentors in the mid-Atlantic region who have guided our team through multiple start-ups, outside funding and an acquisition by a Fortune 100 company in 2005.",Federal open data,US Environmental Protection Agency (EPA) Toxics Release Inventory (TRI) Programs,http://www2.epa.gov/toxics-release-inventory-tri-program/tri-data-and-tools,,2
